,agent_firm_name,case_status,class_of_admission,country_of_citizenship,employer_city,employer_decl_info_title,employer_name,employer_num_employees,employer_state,foreign_worker_info_education,foreign_worker_info_inst,foreign_worker_info_major,foreign_worker_info_state,pw_level_9089,pw_soc_title,wage_offer_from_9089
1262,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,SAN DIEGO,Immigration Specialist - Qualcomm HR,QUALCOMM TECHNOLOGIES INC.,26600.0,CALIFORNIA,Master's,LAMAR UNIVERSITY,ENGINEERING,CALIFORNIA,2,"Software Developers, Systems Software",88275.2
1263,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,SANTA CLARA,Global Immigration Program Manager,"APPLIED MATERIALS, INC.",13000.0,CALIFORNIA,Master's,UNIVERSITY OF MINNESOTA,MECHANICAL ENGINEERING,CALIFORNIA,2,Mechanical Engineers,89128.0
1264,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,SCHAUMBURG,Global Immigration Program Manager,MOTOROLA SOLUTIONS INC.,22000.0,ILLINOIS,Master's,UNIVERSITY OF ILLINOIS AT CHICAGO,ELECTRICAL AND COMPUTER ENGINEERING,ILLINOIS,2,"Software Developers, Systems Software",78709.0
1265,Seyfarth Shaw LLP,Denied,H-1B,INDIA,WESTON,Senior Vice President of Human Resources,"MONSTER WORLDWIDE, INC.",23.0,MASSACHUSETTS,Master's,LAMAR UNIVERSITY,COMPUTER SCIENCE,CALIFORNIA,4,"Software Developers, Applications",133328.0
1266,"Tadmor & Tadmor, LLP",Certified,H-1B,INDIA,TAMPA,Vice President,SYSTEM SOFT TECHNOLOGIES LLC,83.0,FLORIDA,Bachelor's,UNIVERSITY OF MYSORE,COMPUTER SCIENCE & ENGINEERING,ILLINOIS,3,Computer and Information Systems Managers,125965.0
1267,"LAW OFFICE OF ANDREW PARK, P.C.",Certified,H-1B,SOUTH KOREA,FLUSHING,SECRETARY OF KCS BOARD OF DIRECTOR,KOREAN COMMUNITY SERVICES OF METROPOLITAN NY INC.,24.0,NEW YORK,Master's,THE UNIVERSITY OF MICHIGAN,SOCIAL WORK,NEW YORK,2,"Social Workers, All Other",8619.52
1268,"Law Offices of Peng Fang, P. C.",Certified,H-1B,CHINA,NEW YORK,President,"STELLAR SERVICES, INC",86.0,NEW YORK,Master's,POLYTECHNIC INSTITUTE OF NEW YORK UNIVERSITY,COMPUTER SCIENCE,NEW YORK,2,"Software Developers, Applications",87714.0
1269,"Law Offices of Amarnath Gowda, LL.B., J.D.",Certified,H-1B,INDIA,NOVI,CEO / President,MIRACLE SOFTWARE SYSTEMS INC.,160.0,MICHIGAN,Master's,LAWRENCE TECHNOLOGICAL UNIVERSITY,COMPUTER SCIENCE,NORTH CAROLINA,3,"Software Developers, Systems Software",110677.0
1270,Law Offices of Susan Fortino-Brown,Certified,H-1B,MALAYSIA,WEST LAFAYETTE,Human Resource Manager,"LAFAYETTE VENETIAN BLIND, INC.",650.0,INDIANA,Bachelor's,WINONA STATE UNIVERSITY,MANAGEMENT INFORMATION SYSTEMS,INDIANA,2,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",45677.0
1271,"Fragomen, Del Rey, Bernsen & Loewy LLP",Certified,H-1B,INDIA,DALLAS,"Manager, HR Programs",BILLMATRIX CORP A FISERV COMPANY,2000.0,TEXAS,Master's,THE UNIVERSITY OF ALABAMA IN HUNTSVILLE,COMPUTER ENGINEERING,TEXAS,4,"Software Developers, Applications",106746.0
1272,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,NEW YORK,Senior Analyst,"VERIZON COMMUNICATIONS INC., & ALL ITS SUBSIDIARIES & AFFILIATES",193900.0,NEW YORK,Bachelor's,PERIYAR UNIVERSITY,ELECTRONIC ENGINEERING,TEXAS,3,"Software Developers, Applications",95880.0
1273,"RAMCHAND & RAVAL, P.C.",Denied,H-1B,INDIA,TAMPA,PRESIDENT,"CBA PHARMACY, INC. /DBA/ GOOD HEALTH PHARMACY",5.0,FLORIDA,Bachelor's,KAKATIYA UNIVERSITY,PHARMACY,PENNSYLVANIA,4,Pharmacists,113651.0
1274,,Denied,H-1B,INDIA,IRVINE,CTO,SSINFOTEK INC,44.0,CALIFORNIA,Master's,SALEM INTERNATIONAL UNIVESITY,BUSINESS ADMINISTRATION,NEW JERSEY,4,"Software Developers, Applications",111821.0
1275,"Fragomen, Del Rey, Bernsen, & Loewy, LLP",Certified,H-1B,FRANCE,SAN DIEGO,Immigration Specialist - QUALCOMM HR,QUALCOMM TECHNOLOGIES INC.,26600.0,CALIFORNIA,Master's,INSTITUT NATIONAL DES SCIENCES APPLIQUEES,ELECTRICAL ENGINEERING,CALIFORNIA,3,"Software Developers, Systems Software",119537.6
1276,Berry Appleman & Leiden LLP,Denied,H-1B,INDIA,REDWOOD SHORES,Immigration Specialist,"ORACLE AMERICA, INC.",115000.0,CALIFORNIA,Master's,CORNELL UNIVERSITY,COMPUTER SCIENCE,CALIFORNIA,2,"Software Developers, Systems Software",135000.0
1277,"American Services Network, PC",Denied,H-1B,BOSNIA AND HERZEGOVINA,BOSTON,Head of Finance and Administration,MEYOU HEALTH,14.0,MASSACHUSETTS,Master's,KENT STATE UNIVERSITY,FINE ARTS (VISUAL COMMUNICATION DESIGN),MASSACHUSETTS,3,"Information Security Analysts, Web Developers, and Computer Network Architects",92872.0
1278,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Denied,H-1B,CANADA,SANTA CLARA,U.S. Immigration Ops Manager,INTEL CORPORATION,57750.0,CALIFORNIA,Bachelor's,CARLETON UNIVERSITY,CHEMISTRY,CALIFORNIA,4,Computer and Information Systems Managers,202842.0
1279,"MAY LAW GROUP, LLC",Denied,H-1B,CANADA,PITTSBURGH,RESOURCE TECHNICIAN,"UNITED STEEL, PAPER AND FORESTRY, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKERS INTER",900.0,PENNSYLVANIA,Master's,UNIVERSITY OF MASSACHUSETTS,LABOR ADMINISTRATION,PENNSYLVANIA,2,Mental Health and Substance Abuse Social Workers,91955.87
1280,"Fragomen, Del Rey, Bernsen & Loewy LLP",Certified,H-1B,INDIA,HOUSTON,"Senior Manager, Global Mobility","BMC SOFTWARE, INC.",6500.0,TEXAS,Bachelor's,HEMWATI NANDAN BAHUGUNA GARHWAL UNIVERSITY,COMPUTER SCIENCE & ENGINEERING,NEW JERSEY,4,"Software Developers, Applications",90000.0
1281,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,MCLEAN,Pr. HR Coordinator,"CAPITAL ONE SERVICES, LLC",39000.0,VIRGINIA,Bachelor's,NAGARJUNA UNIVERSITY,COMPUTER APPLICATIONS (REL TO COMPUTER SCIENCE),VIRGINIA,2,Computer and Information Systems Managers,104200.0
1282,LAW OFFICES OF KAVITHA RAMASAMI,Certified,H-1B,INDIA,JERSEY CITY,President,CORP2CORP INC,70.0,NEW JERSEY,Master's,HULT INTERNATIONAL BUSINESS SCHOOL,BUSINESS ADMINISTRATION,ILLINOIS,3,"Software Developers, Applications",104458.0
1283,McCown & Evans LLP,Certified,H-1B,CHINA,LOS ANGELES,Organizational Development Specialist,RIOT GAMES INC,700.0,CALIFORNIA,Master's,UNIVERSITY OF SOUTHERN CALIFORNIA,FINE ARTS,CALIFORNIA,2,Multi-Media Artists and Animators,75000.0
1284,"Cyrus D. Mehta & Associates, PLLC",Certified,H-1B,INDIA,TAMPA,Vice President,SYSTEM SOFT TECHNOLOGIES LLC,380.0,FLORIDA,Bachelor's,NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA,CIVIL ENGINEERING,ILLINOIS,4,"Software Developers, Applications",97427.0
1285,"Sindell Law Offices, P.C.",Certified,H-1B,INDIA,SAN FRANCISCO,Chief Executive Officer,"SIFTEO, INC.",11.0,CALIFORNIA,Master's,STANFORD UNIVERSITY,ELECTRICAL ENGINEERING,CALIFORNIA,2,"Electronics Engineers, Except Computer",110000.0
1286,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Denied,H-1B,INDIA,PITTSBURGH,Director of Information Systems,ALCOA INC.,61000.0,PENNSYLVANIA,Bachelor's,SRI PADMAVAI MAHILA VISVAVID UNIVERSITY,COMMUNICATIONS,PENNSYLVANIA,4,"Software Developers, Applications",94598.0
1287,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,SUNNYVALE,"HR Program Manager, Global Mobility","NETAPP, INC.",8000.0,CALIFORNIA,Master's,THE GEORIGA INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE,NORTH CAROLINA,2,"Software Developers, Systems Software",83500.0
1288,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,SAN DIEGO,Immigration Specialist - QUALCOMM HR,QUALCOMM TECHNOLOGIES INC.,26600.0,CALIFORNIA,Master's,SAN DIEGO STATE UNIVERSITY,ELECTRICAL ENGINEERING,CALIFORNIA,2,"Electronics Engineers, Except Computer",89876.8
1289,Gibney Anthony & Flaherty LLP,Certified,H-1B,INDIA,NEW YORK,Applications Development Group Manager,"CITIGROUP TECHNOLOGY, INC.",1049.0,NEW YORK,Bachelor's,OSMANIA UNIVERSITY,COMPUTER ENGINEERING,NEW JERSEY,4,"Software Developers, Applications",113000.0
