,add_these_pw_job_title_9089,agent_city,agent_firm_name,agent_state,application_type,case_no,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,country_of_citzenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_name,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,foreign_worker_info_education_other,foreign_worker_info_inst,foreign_worker_info_major,foreign_worker_info_postal_code,foreign_worker_info_rel_occup_exp,foreign_worker_info_req_experience,foreign_worker_info_state,foreign_worker_info_training_comp,foreign_worker_ownership_interest,foreign_worker_yr_rel_edu_completed,fw_info_alt_edu_experience,fw_info_birth_country,fw_info_education_other,fw_info_postal_code,fw_info_rel_occup_exp,fw_info_req_experience,fw_info_training_comp,fw_info_yr_rel_edu_completed,fw_ownership_interest,ji_foreign_worker_live_on_premises,ji_fw_live_on_premises,ji_live_in_dom_svc_contract,ji_live_in_domestic_service,ji_offered_to_sec_j_foreign_worker,ji_offered_to_sec_j_fw,job_info_alt_cmb_ed_oth_yrs,job_info_alt_combo_ed,job_info_alt_combo_ed_exp,job_info_alt_combo_ed_other,job_info_alt_field,job_info_alt_field_name,job_info_alt_occ,job_info_alt_occ_job_title,job_info_alt_occ_num_months,job_info_combo_occupation,job_info_education,job_info_education_other,job_info_experience,job_info_experience_num_months,job_info_foreign_ed,job_info_foreign_lang_req,job_info_job_req_normal,job_info_job_title,job_info_major,job_info_training,job_info_training_field,job_info_training_num_months,job_info_work_city,job_info_work_postal_code,job_info_work_state,naics_2007_us_code,naics_2007_us_title,naics_code,naics_title,naics_us_code,naics_us_code_2007,naics_us_title,naics_us_title_2007,orig_case_no,orig_file_date,preparer_info_emp_completed,preparer_info_title,pw_amount_9089,pw_determ_date,pw_expire_date,pw_job_title_908,pw_job_title_9089,pw_level_9089,pw_soc_code,pw_soc_title,pw_source_name_9089,pw_source_name_other_9089,pw_track_num,pw_unit_of_pay_9089,rec_info_barg_rep_notified,recr_info_barg_rep_notified,recr_info_coll_teach_comp_proc,recr_info_coll_univ_teacher,recr_info_employer_rec_payment,recr_info_first_ad_start,recr_info_job_fair_from,recr_info_job_fair_to,recr_info_on_campus_recr_from,recr_info_on_campus_recr_to,recr_info_pro_org_advert_from,recr_info_pro_org_advert_to,recr_info_prof_org_advert_from,recr_info_prof_org_advert_to,recr_info_professional_occ,recr_info_radio_tv_ad_from,recr_info_radio_tv_ad_to,recr_info_second_ad_start,recr_info_sunday_newspaper,recr_info_swa_job_order_end,recr_info_swa_job_order_start,refile,ri_1st_ad_newspaper_name,ri_2nd_ad_newspaper_name,ri_2nd_ad_newspaper_or_journal,ri_campus_placement_from,ri_campus_placement_to,ri_coll_tch_basic_process,ri_coll_teach_pro_jnl,ri_coll_teach_select_date,ri_employee_referral_prog_from,ri_employee_referral_prog_to,ri_employer_web_post_from,ri_employer_web_post_to,ri_job_search_website_from,ri_job_search_website_to,ri_layoff_in_past_six_months,ri_local_ethnic_paper_from,ri_local_ethnic_paper_to,ri_posted_notice_at_worksite,ri_pvt_employment_firm_from,ri_pvt_employment_firm_to,ri_us_workers_considered,schd_a_sheepherder,us_economic_sector,wage_offer_from_9089,wage_offer_to_9089,wage_offer_unit_of_pay_9089,wage_offered_from_9089,wage_offered_to_9089,wage_offered_unit_of_pay_9089
3683,,,,,PERM,A-11139-79555,,,Certified,EWI,,MEXICO,2012-01-31,32000 HILLTOP BLVD,PO BOX 3145,RUNNING SPRINGS,,,NEO'S PIZZA HOUSE,,,,92382.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Running Springs,,CA,722110,Full-Service Restaurants,,,,,,,,,,,33342.0,,,,Kitchen Supervisor,Level IV,35-1012.00,First-Line Supervisors/Managers of Food Preparation and Serving Workers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospitality,33350.0,,yr,,,
3684,,,,,PERM,A-11139-79559,,,Denied,H-1B,,INDIA,2011-11-09,"2760 PEACHTREE IND. BLVD., STE. D",,DULUTH,,,INDU LLC  D/B/A INTIGROW,,,,30097.0,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duluth,,GA,541511,Custom Computer Programming Services,,,,,,,,,,,69576.0,,,,Computer Systems Analyst,Level II,15-1051.00,Computer Systems Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,70000.0,,yr,,,
3685,,,,,PERM,A-11139-79561,,,Denied,,,INDIA,2011-12-13,225 LINCOLN HIGHWAY,SUITE 216,FAIRLESS HILLS,,,"ITCONSULTINGSERVICES, INC.",,,,19030.0,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairless Hills,,PA,541990,"All Other Professional, Scientific, and Technical Services",,,,,,,,,,,79102.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,79102.0,,yr,,,
3686,,,,,PERM,A-11139-79565,,,Denied,H-1B,,INDIA,2012-01-31,101 HUDSON STREET,SUITE # 3715,JERSEY CITY,,,U.S. TECH SOLUTIONS INC,,,,7302.0,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JERSEY CITY,,NJ,541519,Other Computer Related Services,,,,,,,,,,,101088.0,,,,SENIOR PROGRAMMER ANALYSTS,Level III,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,101090.0,,yr,,,
3687,,,,,PERM,A-11139-79591,,,Certified,H-1B,,CHINA,2011-12-13,200 CAMPUS DRIVE,,COLLEGEVILLE,,,"IMS HEALTH, INC.",,,,19426.0,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woodland Hills,,CA,541618,Other Management Consulting Services,,,,,,,,,,,50107.0,,,,Statisticians,Level I,15-2041.00,Statisticians,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,85000.0,,yr,,,
3688,,,,,PERM,A-11139-79592,,,Certified,B-2,,PHILIPPINES,2012-01-18,"8425 IOWA STREET DOWNEY, CA",,DOWNEY,,,DOWNEY COMMUNITY HEALTH CENTER,,,,90241.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downey,,CA,623110,Nursing Care Facilities,,,,,,,,,,,48069.0,,,,Licensed vocational nurse,Level III,29-2061.00,Licensed Practical and Licensed Vocational Nurses,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care,48069.0,,yr,,,
3689,,,,,PERM,A-11139-79607,,,Denied,Not in USA,,SOUTH KOREA,2012-01-27,127 TANNER ROAD,,GREENVILLE,,,"IH SERVICES, INC.",,,,29608.0,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greenville,,SC,561720,Janitorial Services,,,,,,,,,,,16474.0,,,,Janitors and Cleaners,Level I,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,16474.0,,yr,,,
3690,,,,,PERM,A-11139-79608,,,Denied,H-1B,,UNITED KINGDOM,2011-12-01,1950 THIRD STREET,,LA VERNE,,,UNIVERSITY OF LA VERNE,,,,91750.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Verne,,CA,611310,"Colleges, Universities, and Professional Schools",,,,,,,,,,,25037.0,,,,Coaches and Scouts,Level I,27-2022.00,Coaches and Scouts,Other,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Educational Services,35000.0,40000.0,yr,,,
3691,,,,,PERM,A-11139-79614,,,Certified,B-2,,ISRAEL,2012-01-31,120 WEST 76 STREET,,NEW YORK,,,CONGREGATION KHAL TIFERETH YISRAEL INC,,,,10023.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,,NY,813110,Religious Organizations,,,,,,,,,,,61797.0,,,,Instructional Coordinators,Level III,25-9031.00,Instructional Coordinators,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,61797.0,,yr,,,
3692,,,,,PERM,A-11139-79620,,,Denied,H-1B,,INDIA,2012-01-30,23440 HAWTHORNE BLVD.,SUITE 210,TORRANCE,,,RJT COMPUQUEST INC.,,,,90505.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torrance,,CA,541511,Custom Computer Programming Services,,,,,,,,,,,105934.0,,,,Software Engineer,Level IV,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,105934.0,,yr,,,
3693,,,,,PERM,A-11139-79624,,,Denied,E-2,,GERMANY,2012-01-18,2 AMBOY AVENUE / PO BOX 5043,,WOODBRIDGE,,,MAN DIESEL & TURBO NORTH AMERICA INC.,,,,7095.0,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fort Lauderdale,,FL,333618,Other Engine Equipment Manufacturing,,,,,,,,,,,68453.0,,,,Mechanical Engineers,Level III,17-2141.00,Mechanical Engineers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,81764.0,,yr,,,
3694,,,,,PERM,A-11139-79625,,,Certified,Parolee,,INDIA,2012-03-20,5775 MOREHOUSE DRIVE,,SAN DIEGO,,,"QUALCOMM, INC.",,,,92121.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego,,CA,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,,,,,,,,,,98821.0,,,,"Electronics Engineers, Except Computer",Level III,17-2072.00,"Electronics Engineers, Except Computer",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,98821.0,145420.0,yr,,,
3695,,,,,PERM,A-11139-79627,,,Certified-Expired,H-1B,,SPAIN,2011-10-26,101 ARTHUR ANDERSEN PARKWAY,SUITE 100,SARASOTA,,,"INFORMA SUPPORT SERVICES, INC.",,,,34232.0,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarasota,,FL,541618,Other Management Consulting Services,,,,,,,,,,,52894.0,,,,Computer Systems Analyst,Level II,15-1051.00,Computer Systems Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,72176.0,,yr,,,
3696,,,,,PERM,A-11139-79632,,,Denied,Not in USA,,SOUTH KOREA,2012-02-13,127 TANNER ROAD,,GREENVILLE,,,"IH SERVICES, INC.",,,,29608.0,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greenville,,SC,561720,Janitorial Services,,,,,,,,,,,16474.0,,,,Janitors and Cleaners,Level I,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,16474.0,,yr,,,
3697,,,,,PERM,A-11139-79634,,,Certified,TN,,CANADA,2011-11-18,"11100 NE 8TH ST., #800",,BELLEVUE,,,"CTS TECHNICAL SERVICES, INC.",,,,98004.0,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Everett,,WA,541330,Engineering Services,,,,,,,,,,,104499.0,,,,Aerospace Engineers,Level IV,17-2011.00,Aerospace Engineers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerospace,104499.0,,yr,,,
3698,,,,,PERM,A-11139-79639,,,Denied,E-2,,UNITED KINGDOM,2011-11-17,20690 NW 130TH AVENUE,,MICANOPY,,,HORSE PROTECTION ASSOCIATION OF FLORIDA,,,,32667.0,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micanopy,,FL,115210,Support Activities for Animal Production,,,,,,,,,,,9.35,,,,Equine Health & Feeding Technician,Level II,45-2093.00,"Farmworkers, Farm and Ranch Animals",OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agribusiness,9.5,12.5,hr,,,
3699,,,,,PERM,A-11139-79641,,,Certified-Expired,H-1B,,INDIA,2011-10-26,300 MADISON AVENUE,,NEW YORK,,,PRICEWATERHOUSECOOPERS,,,,10017.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,CA,541611,Administrative Management and General Management Consulting Services,,,,,,,,,,,102128.0,,,,Accountants,Level IV,13-2011.01,Accountants,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,102128.0,,yr,,,
3700,,,,,PERM,A-11139-79658,,,Certified-Expired,H-1B,,TURKEY,2011-10-25,1600 AMPHITHEATRE PARKWAY,,MOUNTAIN VIEW,,,GOOGLE INC.,,,,94043.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain View,,CA,541512,Computer Systems Design Services,,,,,,,,,,,98467.0,,,,"Computer and Information Scientist, Research",Level I,15-1011.00,"Computer and Information Scientists, Research",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,146500.0,,yr,,,
3701,,,,,PERM,A-11139-79671,,,Withdrawn,H-1B,,INDIA,2011-12-06,1755 PARK STREET,SUITE 100,NAPERVILLE,,,APPLICATIONS SOFTWARE TECHNOLOGY CORPORATION,,,,60563.0,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naperville,,IL,5416,"Management, Scientific, and Technical Consulting Services",,,,,,,,,,,74692.0,,,,"Software Developers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,80000.0,100000.0,yr,,,
3702,,,,,PERM,A-11139-79684,,,Certified,Not in USA,,SOUTH KOREA,2012-01-20,20709 GOLDEN SPRINGS DR. #207,,DIAMOND BAR,,,"GREEN POWER AIR CONTROLS, INC.",,,,91789.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond Bar,,CA,238210,Electrical Contractors and Other Wiring Installation Contractors,,,,,,,,,,,68349.0,,,,Management Analysts,Level II,13-1111.00,Management Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction,68349.0,,yr,,,
3703,,,,,PERM,A-11139-79685,,,Certified,H-1B,,INDIA,2012-01-30,15825 SHADY GROVE ROAD,SUITE # 90,ROCKVILLE,,,"OCR SERVICES, INC.",,,,20850.0,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockville,,MD,541519,Other Computer Related Services,,,,,,,,,,,69326.0,,,,Computer Programmers,Level I,15-1021.00,Computer Programmers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,70000.0,,yr,,,
3704,,,,,PERM,A-11139-79686,,,Withdrawn,,,SOUTH KOREA,2011-10-27,621 W. ALTON AVE.,,SANTA ANA,,,SOUTHERN CALIFORNIA ANTIOCH CHURCH,,,,92707.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana,,CA,813110,Religious Organizations,,,,,,,,,,,32531.0,,,,Religious Education Director,Level II,21-2021.00,"Directors, Religious Activities and Education",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,32531.0,,yr,,,
3705,,,,,PERM,A-11140-79688,,,Withdrawn,,,SOUTH KOREA,2011-10-04,18700 HARVARD AVE.,,IRVINE,,,BETHEL KOREAN CHURCH,,,,92612.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irvine,,CA,813110,Religious Organizations,,,,,,,,,,,32531.0,,,,Religious Education Director,Level II,21-2021.00,"Directors, Religious Activities and Education",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,32531.0,,yr,,,
3706,,,,,PERM,A-11140-79691,,,Certified-Expired,H-1B,,INDIA,2011-10-21,28345 BECK ROAD #101,,WIXOM,,,"FUTURETEK, INC",,,,48393.0,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wixom,,MI,54151,Computer Systems Design and Related Services,,,,,,,,,,,75213.0,,,,Computer Programmers,Level III,15-1021.00,Computer Programmers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,76000.0,,yr,,,
3707,,,,,PERM,A-11140-79699,,,Certified,H-1B,,INDIA,2012-01-30,32605 W. 12 MILE RD.,SUITE 250,FARMINGTON HILLS,,,CSC COVANSYS CORPORATION,,,,48334.0,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farmington Hills,,MI,541511,Custom Computer Programming Services,,,,,,,,,,,89794.0,,,,"Computer Software Engineers, Applications",Level IV,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,89794.0,,yr,,,
3708,,,,,PERM,A-11140-79702,,,Certified-Expired,H-1B,,ISRAEL,2011-10-05,2145 HAMILTON AVE,,SAN JOSE,,,EBAY INC,,,,95125.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,CA,454112,Electronic Auctions,,,,,,,,,,,103875.0,,,,Management Analysts,Level III,13-1111.00,Management Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail,118450.0,,yr,,,
3709,,,,,PERM,A-11140-79707,,,Denied,H-1B,,IRAN,2012-02-22,1685 TERRELL MILL RD,,MARIETTA,,,NUESOFT TECHNOLOGIES,,,,30067.0,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marietta,,GA,541511,Custom Computer Programming Services,,,,,,,,,,,77834.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,77834.0,,yr,,,
3710,,,,,PERM,A-11140-79710,,,Certified,H-1B,,INDIA,2012-01-24,1000 COMMERCE DRIVE,SUITE 500,PITTSBURGH,,,"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",,,,15275.0,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pittsburgh,,PA,541511,Custom Computer Programming Services,,,,,,,,,,,87422.0,,,,Computer Software Engineer,Level IV,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,87422.0,,yr,,,
3711,,,,,PERM,A-11140-79712,,,Denied,H-1B,,INDIA,2011-12-01,200 WEST STREET,,NEW YORK,,,GOLDMAN SACHS & CO.,,,,10282.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW YORK,,NY,523110,Investment Banking and Securities Dealing,,,,,,,,,,,136989.0,,,,FINANCIAL ANALYSTS,Level IV,13-2051.00,Financial Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,200000.0,225000.0,yr,,,
3712,,,,,PERM,A-11140-79714,,,Denied,H-1B,,INDIA,2012-01-20,43-14 MAIN STREET,3FL,FLUSHING,,,SRIVEN INFOSYS INC,,,,11355.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLUSHING,,NY,541511,Custom Computer Programming Services,,,,,,,,,,,84885.0,,,,"COMPUTER SOFTWARE ENGINEERS,APPLICATIONS",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,95000.0,96000.0,yr,,,
3713,,,,,PERM,A-11140-79719,,,Certified,H-1B,,INDIA,2012-02-06,ONE BROADWAY,15TH FLOOR,CAMBRIDGE,,,"PATNI AMERICAS, INC.",,,,2142.0,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cambridge,,MA,541511,Custom Computer Programming Services,,,,,,,,,,,88650.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,88650.0,,yr,,,
3714,,,,,PERM,A-11140-79724,,,Certified,H-1B,,INDIA,2012-02-13,1000 COMMERCE DRIVE,SUITE 500,PITTSBURGH,,,"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",,,,15275.0,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pittsburgh,,PA,541511,Custom Computer Programming Services,,,,,,,,,,,87422.0,,,,Computer Software Engineer,Level IV,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,87422.0,,yr,,,
3715,,,,,PERM,A-11140-79725,,,Certified,,,CHINA,2012-01-12,8816 HIGHWAY 301 NORTH,,CLAXTON,,,"NORMAN W. FRIES, INC. D/B/A CLAXTON POULTRY FARMS",,,,30417.0,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLAXTON,,GA,311615,Poultry Processing,,,,,,,,,,,16640.0,,,,"Meat, Poultry and Fish Cutter and Trimmers",Level I,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agribusiness,16640.0,,yr,,,
3716,,,,,PERM,A-11140-79749,,,Certified-Expired,H-1B,,INDIA,2011-10-13,3920 PARK AVENUE,,EDISON,,,"THALES AVIONICS, INC.",,,,8820.0,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irvine,,CA,33641,Aerospace Product and Parts Manufacturing,,,,,,,,,,,118900.0,,,,Computer and Information Systems Managers,,11-3021.00,Computer and Information Systems Managers,Other,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerospace,118900.0,125000.0,yr,,,
3717,,,,,PERM,A-11140-79754,,,Withdrawn,H-1B,,INDIA,2012-01-31,462 SEVENTH AVENUE,15TH FLOOR,NEW YORK,,,BAHA INDUSTRIES CORP. DBA OPEN SYSTEMS TECHNOLOGIES,,,,10018.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,,NY,541511,Custom Computer Programming Services,,,,,,,,,,,123573.0,,,,Comp & Info Systems Manager,Level II,11-3021.00,Computer and Information Systems Managers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,123573.0,123573.0,yr,,,
3718,,,,,PERM,A-11140-79756,,,Withdrawn,H-1B,,SOUTH KOREA,2011-12-27,10116 NE 8TH STREET,,BELLEVUE,,,FRED MEYER STORES INC. DBA QUALITY FOOD CENTERS,,,,98004.0,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEATTLE,,WA,445110,Supermarkets and Other Grocery (except Convenience) Stores,,,,,,,,,,,86403.0,,,,PHARMACISTS,Level I,29-1051.00,Pharmacists,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail,54.1,,hr,,,
3719,,,,,PERM,A-11140-79762,,,Certified,,,ECUADOR,2012-01-19,71-01 ASTORIA BLVD,,EAST ELMHURST,,,"DONHAUSER LAND SERVICES, INC.",,,,11370.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Elmhurst,,NY,561730,Landscaping Services,,,,,,,,,,,53810.0,,,,Landscaper Supervisor,Level III,37-1012.02,First-Line Supervisors and Manager/Supervisors - Landscaping Workers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,53810.0,,yr,,,
3720,,,,,PERM,A-11140-79763,,,Certified,H-1B,,INDIA,2012-01-20,ONE BROADWAY,15TH FLOOR,CAMBRIDGE,,,"PATNI AMERICAS, INC.",,,,2142.0,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cambridge,,MA,541511,Custom Computer Programming Services,,,,,,,,,,,88650.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,88650.0,,yr,,,
3721,,,,,PERM,A-11140-79764,,,Certified-Expired,H-1B,,SOUTH KOREA,2011-10-12,1287 BARCLAY BLVD,,BUFFALO GROVE,,,"DOOCO ELECTRONICS USA, INC",,,,60089.0,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buffalo Grove,,IL,423690,Other Electronic Parts and Equipment Merchant Wholesalers,,,,,,,,,,,39354.0,,,,Business Development Specialist,Level I,19-3021.00,Market Research Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,39500.0,,yr,,,
